symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
JSWENERGY.NS,2023-10-23,2023-10-25,stop,410.2050,379.8600,1,-30.58
VBL.NS,2023-10-13,2023-10-25,stop,372.3521,363.6561,79,-704.43
DIVISLAB.NS,2023-06-13,2023-11-06,stop,3470.9183,3305.6418,6,-1003.86
POWERGRID.NS,2023-10-27,2023-11-13,target,200.2000,213.6366,145,1930.30
BHARTIARTL.NS,2023-11-13,2023-11-21,target,938.4690,968.2496,33,963.88
PNB.NS,2023-11-06,2023-12-04,target,75.4754,83.1084,263,1994.97
IDEA.NS,2023-12-28,2023-12-29,target,13.5135,14.5962,83,89.16
SHRIRAMFIN.NS,2023-12-22,2024-01-16,target,409.9897,464.7675,63,3434.47
JSWSTEEL.NS,2024-01-11,2024-01-17,stop,835.2174,810.3890,1,-25.32
SBILIFE.NS,2023-12-22,2024-01-23,stop,1414.7070,1378.5703,19,-702.52
AXISBANK.NS,2024-01-19,2024-01-24,stop,1116.1153,1034.2826,26,-2144.42
HINDALCO.NS,2024-01-23,2024-01-24,stop,561.5611,549.7250,46,-559.80
TATASTEEL.NS,2024-01-23,2024-01-24,stop,134.8674,130.1349,3,-14.44
TVSMOTOR.NS,2024-01-25,2024-01-29,stop,2056.0275,1940.0295,10,-1171.97
GODREJCP.NS,2024-01-19,2024-02-01,target,1116.9661,1260.4874,1,142.81
POWERGRID.NS,2024-01-19,2024-02-01,target,235.9358,270.2657,1,34.18
GMRAIRPORT.NS,2024-01-25,2024-02-05,target,76.6766,87.3574,321,3412.75
BRITANNIA.NS,2024-02-05,2024-02-06,stop,5225.2213,5026.7195,5,-1007.89
GRASIM.NS,2024-01-29,2024-02-08,stop,2096.0945,2050.2983,9,-423.36
BANKBARODA.NS,2024-01-25,2024-02-09,target,229.2291,262.4933,32,1059.74
ULTRACEMCO.NS,2024-02-07,2024-02-09,stop,10119.0570,9910.3820,2,-429.37
HINDALCO.NS,2024-01-29,2024-02-13,stop,570.5701,538.7305,1,-32.17
JIOFIN.NS,2024-02-01,2024-02-23,target,254.6545,305.6471,6,304.95
MANKIND.NS,2024-02-07,2024-02-26,stop,2119.0590,2033.5649,3,-260.22
TVSMOTOR.NS,2024-02-12,2024-03-01,target,2048.0465,2194.0661,22,3184.43
