symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
TITAN.NS,2025-02-01,2025-02-07,stop,3529.2137,3390.7037,7,-969.57
BRITANNIA.NS,2025-02-07,2025-02-10,stop,5010.0000,4903.5968,4,-425.61
SBILIFE.NS,2025-02-05,2025-02-11,stop,1482.6410,1433.6328,17,-833.14
DABUR.NS,2025-02-13,2025-02-17,stop,527.6137,515.3922,47,-574.41
WIPRO.NS,2025-01-23,2025-02-24,stop,311.1000,299.2003,2,-23.80
TECHM.NS,2024-10-04,2025-02-27,stop,1643.7215,1575.0000,15,-1030.82
BHARTIARTL.NS,2025-02-03,2025-02-28,stop,1645.7724,1594.4024,19,-976.03
SBILIFE.NS,2025-02-17,2025-02-28,stop,1480.1397,1445.2770,16,-557.80
BAJAJHLDNG.NS,2025-02-12,2025-02-28,stop,11705.8500,11232.9305,2,-945.84
NESTLEIND.NS,2025-02-25,2025-02-28,stop,1119.4845,1097.4760,1,-22.01
KOTAKBANK.NS,2025-03-12,2025-03-21,target,388.9944,418.0263,89,2583.84
TVSMOTOR.NS,2025-03-25,2025-03-27,stop,2464.0000,2393.8525,4,-280.59
HDFCLIFE.NS,2025-03-11,2025-03-28,target,633.3165,687.4809,64,3466.52
NESTLEIND.NS,2025-03-28,2025-04-01,stop,1134.5670,1112.0687,44,-989.93
CIPLA.NS,2025-04-03,2025-04-04,stop,1489.7445,1461.6688,33,-926.50
TVSMOTOR.NS,2025-03-28,2025-04-07,stop,2463.0000,2245.2500,2,-435.50
AXISBANK.NS,2025-04-08,2025-04-21,target,1069.5345,1202.0000,26,3444.10
BAJAJFINSV.NS,2025-03-07,2025-04-21,target,1853.9265,2101.4415,14,3465.21
UNITDSPR.NS,2025-04-08,2025-04-24,target,1413.0062,1586.9149,17,2956.45
JSWENERGY.NS,2025-04-21,2025-04-25,stop,521.7607,499.5001,44,-979.47
INDHOTEL.NS,2025-04-29,2025-04-30,stop,809.9000,780.7094,34,-992.48
JSWSTEEL.NS,2025-04-21,2025-05-02,stop,1015.6075,991.6039,37,-888.13
INDHOTEL.NS,2025-05-02,2025-05-06,stop,793.6966,779.7099,71,-993.06
SHREECEM.NS,2025-05-06,2025-05-07,stop,29639.8125,29035.0000,1,-604.81
ADANIPOWER.NS,2025-05-08,2025-05-09,stop,107.8339,101.0000,3,-20.50
AMBUJACEM.NS,2025-05-08,2025-05-09,stop,538.6192,516.0000,56,-1266.67
DMART.NS,2025-05-06,2025-05-09,stop,4061.9299,3850.0000,6,-1271.58
CHOLAFIN.NS,2025-05-02,2025-05-21,target,1504.0517,1641.1975,5,685.73
DRREDDY.NS,2025-05-09,2025-05-21,target,1165.1823,1243.4211,44,3442.51
