symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
PETRONET.NS,2019-01-30,2019-02-04,stop,226.2261,217.8320,1,-8.62
NESTLEIND.NS,2019-01-09,2019-02-12,stop,562.5621,533.9656,35,-1020.07
HDFCBANK.NS,2019-02-12,2019-02-15,stop,536.7739,526.1359,34,-379.76
RECLTD.NS,2019-02-14,2019-02-15,stop,92.3423,89.3106,4,-12.49
DRREDDY.NS,2019-02-18,2019-02-19,stop,535.5251,516.5316,34,-663.67
KOTAKBANK.NS,2019-02-05,2019-02-22,stop,255.3276,248.7511,1,-6.83
IDFCFIRSTB.NS,2019-02-22,2019-02-26,stop,45.4955,44.7552,6,-4.71
PFC.NS,2019-02-19,2019-03-05,target,84.1241,92.0263,209,1633.16
INDUSTOWER.NS,2019-03-06,2019-03-11,target,297.2971,316.9200,7,135.21
DABUR.NS,2019-03-11,2019-03-12,target,435.9856,453.6819,5,86.26
DABUR.NS,2019-03-12,2019-03-15,stop,448.2240,432.2674,5,-81.98
CIPLA.NS,2019-03-15,2019-03-18,stop,534.6342,529.9696,1,-5.20
BAJFINANCE.NS,2019-02-27,2019-03-19,target,268.0679,296.0094,1,27.66
CIPLA.NS,2019-03-18,2019-03-22,stop,535.9356,528.4212,1,-8.05
CIPLA.NS,2019-03-22,2019-03-25,stop,535.3349,525.3372,1,-10.53
TECHM.NS,2019-03-15,2019-03-26,stop,795.7952,774.2252,2,-44.71
CIPLA.NS,2019-03-27,2019-03-28,stop,533.0326,525.0373,4,-34.10
IDFCFIRSTB.NS,2019-03-05,2019-04-01,target,47.9240,56.7829,357,3143.97
HINDPETRO.NS,2019-04-10,2019-04-23,stop,172.1720,164.5353,2,-15.61
MOTHERSON.NS,2019-04-16,2019-04-23,stop,42.5611,40.8051,2,-3.60
PETRONET.NS,2019-04-24,2019-05-03,stop,237.8377,233.4664,1,-4.61
TATASTEEL.NS,2019-05-07,2019-05-08,stop,54.5222,52.6923,5,-9.42
IOC.NS,2019-04-25,2019-05-09,stop,102.8695,100.1997,1,-2.77
PETRONET.NS,2019-05-08,2019-05-09,stop,239.2391,234.3155,1,-5.16
MARICO.NS,2019-05-10,2019-05-13,stop,357.8076,349.7999,1,-8.36
ITC.NS,2019-05-13,2019-05-14,stop,290.4166,280.0682,1,-10.63
SBIN.NS,2019-05-15,2019-05-23,target,317.0668,358.5922,1,41.19
BHARTIARTL.NS,2019-04-01,2019-05-24,target,301.0803,349.2251,67,3203.92
DIVISLAB.NS,2019-05-24,2019-05-27,stop,1745.7444,1690.3084,1,-57.15
CIPLA.NS,2019-05-24,2019-06-07,stop,569.4846,543.2064,38,-1019.71
PETRONET.NS,2019-05-23,2019-06-07,stop,241.6915,235.3645,1,-6.57
CIPLA.NS,2019-06-11,2019-06-17,stop,563.1627,549.4501,1,-14.27
